Source;Human;Mouse;Function;Location;Target;Human;Mouse;Function;Location;Effects;Type of interaction;PubMedID
BCLXL;Q07817;P70345;Bcl2Family;Mitochondria;BID;P55957;P70444;Bcl2Family;Cytosol;_;Binding;9873064
BCL2;P10415;Q64373;Bcl2Family;Mitochondria;BIK;Q13323;O70337;Bcl2Family;Cytosol;_;Binding;9305912
BCLXL;Q07817;P70345;Bcl2Family;Mitochondria;BIK;Q13323;O70337;Bcl2Family;Cytosol;_;Binding;9305912
CASPASE8;Q14790;O89110;Protease;Cytosol;BID;P55957;P70444;Bcl2Family;Cytosol;+;Cleavage;9873064
GRIT;Q8IUG4;Q91V57;GAP;Cytosol;RHO;Q07960;Q8C0D4;GTPase;Cytosol;_;GAP;12446789
GRIT;Q8IUG4;Q91V57;GAP;Cytosol;CDC42;P60953;P60766;GTPase;Cytosol;_;GAP;12446789
GRIT;Q8IUG4;Q91V57;GAP;Cytosol;RAC;P15154;P15154;GTPase;Cytosol;_;GAP;12446789
CASPASE3;P42574;P70677;Protease;Cytosol;DNAPK;P78527;P97313;Kinase;Nucleus;_;Cleavage;8798786
P1433;Q04917;P11576;Adapter;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;_;Binding;12801936
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;I1;Q13522;Q9ERT9;Inhibitor;Cytosol;_;Dephosphorylation;7515479
CASPASE3;P42574;P70677;Protease;Cytosol;RB;P06400;P13405;TF;Nucleus;_;Cleavage;10822366
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;CAMKIV;Q16566;P08414;Kinase;Cytosol;_;Depolymerization;10085155
DAPK;P53355;Q8VDF3;Kinase;Cytosol;SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;_;Phosphorylation;12730201
CASPASE8;Q14790;O89110;Protease;Cytosol;PKR;Q8TCW9;Q9JKL1;Kinase;Cytosol;_;Cleavage;11555640
CASPASE3;P42574;P70677;Protease;Cytosol;PKR;Q8TCW9;Q9JKL1;Kinase;Cytosol;_;Cleavage;11555640
CASPASE7;P55210;P97864;Protease;Cytosol;PKR;Q8TCW9;Q9JKL1;Kinase;Cytosol;_;Cleavage;11555640
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;NMDAR;Q12879;P35436;Receptor;Membrane;_;Dephosphorylation;7514273
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;DARPP32;Q9UD71;Q60829;Inhibitor;Cytosol;_;Dephosphorylation;2153935
SYNAPTOPHYSIN;P08247;Q8BGN8;Vesicle;Vesicles;SYNAPTOBREVIN;P23763;Q62442;Vesicle;Vesicles;0;Binding;12485399
AMISYN;Q8NFX7;Q8R3T5;Vesicle;Vesicles;SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;_;Binding;12145319
AMISYN;Q8NFX7;Q8R3T5;Vesicle;Vesicles;SNAP25;P60878;P60881;Vesicle;Vesicles;_;Binding;12145319
CALMODULIN;P62158;P62204;Activator;Cytosol;RYR;P21817;Q80X16;Channel;ER;+;Binding;8035880
CB1R;P21554;P47746;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
CB1R;P21554;P47746;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
CB1R;P21554;P47746;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
CB2R;P34972;P47936;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
CB2R;P34972;P47936;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
CB2R;P34972;P47936;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;IP3R;Q14643;P11881;Channel;ER;+;Dephosphorylation;8521476
FKBP;P20071;P26883;Adapter;Cytosol;CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;+;Binding;8521476
FKBP;P20071;P26883;Adapter;Cytosol;CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;+;Binding;1715244
FKBP;P20071;P26883;Adapter;Cytosol;CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;+;Binding;9356420
FKBP;P20071;P26883;Adapter;Cytosol;CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;+;Binding;12514224
FKBP;P20071;P26883;Adapter;Cytosol;IP3R;Q14643;P11881;Channel;ER;0;Binding;8521476
FKBP;P20071;P26883;Adapter;Cytosol;RYR;P21817;Q80X16;Channel;ER;0;Binding;8521476
ANKYRIN;P16157;Q02357;Cytoskeleton;Cytosol;IP3R;Q14643;P11881;Channel;ER;0;Binding;8384211
MGLUR7;Q14831;P35400;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;10488094
MGLUR7;Q14831;P35400;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;10488094
MGLUR7;Q14831;P35400;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;10488094
CALMODULIN;P62158;P62204;Activator;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;_;Binding;10488094
PKC;P17252;P05697;Kinase;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;+;Phosphorylation;10488094
PKC;P17252;P05697;Kinase;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;+;Phosphorylation;12021391
PKA;P17612;P05132;Kinase;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;+;Phosphorylation;12021391
PKG;Q13237;Q9Z0Z0;Kinase;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;+;Phosphorylation;12021391
CALMODULIN;P62158;P62204;Activator;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;_;Binding;12021391
MGLUR7;Q14831;P35400;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;11395497
CALMODULIN;P62158;P62204;Activator;Cytosol;D2R;P14416;P61168;Receptor;Membrane;_;Binding;10926927
PKC;P17252;P05697;Kinase;Cytosol;PICK1;Q9NRD5;Q62083;Adapter;Cytosol;0;Phosphorylation;11007882
PKC;P17252;P05697;Kinase;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;+;Phosphorylation;11007882
PICK1;Q9NRD5;Q62083;Adapter;Cytosol;MGLUR7;Q14831;P35400;Receptor;Membrane;_;Binding;10488094
PICK1;Q9NRD5;Q62083;Adapter;Cytosol;ARF;P32889;P32889;GTPase;Vesicles;0;Binding;10623590
BETACATENIN;P35222;Q02248;TF;Cytosol;PRESENILIN;P49768;P49769;Protease;Membrane;0;Binding;9223106
GSK3;P49840;Q9WV60;Kinase;Cytosol;PRESENILIN;P49768;P49769;Protease;Membrane;_;Phosphorylation;9689133
PRESENILIN;P49768;P49769;Protease;Membrane;TAU;P10636;P20357;Activator;Cytosol;0;Binding;9689133
GSK3;P49840;Q9WV60;Kinase;Cytosol;TAU;P10636;P20357;Activator;Cytosol;_;Phosphorylation;9689133
AXIN;O15169;O88566;Adapter;Cytosol;GSK3;P49840;Q9WV60;Kinase;Cytosol;+;Binding;11707456
FRAT2;O75474;Q8K025;Adapter;Cytosol;GSK3;P49840;Q9WV60;Kinase;Cytosol;0;Binding;11707456
FRAT2;O75474;Q8K025;Adapter;Cytosol;GSK3;P49840;Q9WV60;Kinase;Cytosol;0;Binding;15073180
GSK3;P49840;Q9WV60;Kinase;Cytosol;PRESENILIN;P49768;P49769;Protease;Membrane;_;Phosphorylation;11104755
GSK3;P49840;Q9WV60;Kinase;Cytosol;TAU;P10636;P20357;Activator;Cytosol;_;Phosphorylation;11007782
PRESENILIN;P49768;P49769;Protease;Membrane;SORCIN;P30626;NA;Adapter;Cytosol;0;Binding;10748169
LTYPECA;Q13936;Q13936;Channel;Membrane;SORCIN;P30626;NA;Adapter;Cytosol;0;Binding;9668070
SORCIN;P30626;NA;Adapter;Cytosol;RYR;P21817;Q80X16;Channel;ER;_;Binding;9312152
SORCIN;P30626;NA;Adapter;Cytosol;RYR;P21817;Q80X16;Channel;ER;_;Binding;7592856
DOC2;Q14183;Q7TNF0;Vesicle;Vesicles;MUNC13;O14795;Q9Z1N9;Vesicle;Vesicles;+;Binding;9195900
DOC2;Q14183;Q7TNF0;Vesicle;Vesicles;MUNC13;O14795;Q9Z1N9;Vesicle;Vesicles;+;Binding;9736751
RIM;Q86UR5;Q99NE5;Adapter;Vesicles;CAMPGEFII;Q8WZA2;Q8VCC8;GEF;Cytosol;0;Binding;11056535
ABP1;P19801;Q8JZQ5;Adapter;Cytosol;PICCOLO;Q9Y6V0;Q9EQZ7;Adapter;Cytosol;0;Binding;12654920
ABP1;P19801;Q8JZQ5;Adapter;Cytosol;DYNAMIN;Q05193;P09922;GTPase;Vesicles;0;Binding;11309416
NMDAR;Q12879;P35436;Receptor;Membrane;SAP97;Q12959;P70175;Adapter;Cytosol;0;Binding;10336672
ENDOPHILIN;Q99962;Q62420;Vesicle;Vesicles;DYNAMIN;Q05193;P09922;GTPase;Vesicles;0;Binding;10490020
PSD95;P78352;Q62108;Adapter;Cytosol;MAP1A;P78559;Q9QYR6;Activator;Cytosol;+;Binding;9786987
MLK;Q02779;Q60700;Kinase;Cytosol;PSD95;P78352;Q62108;Adapter;Cytosol;+;Binding;11152698
SRC;P12931;P05480;Kinase;Cytosol;RACK;P25388;P25388;Adapter;Cytosol;0;Binding;11279199
SRC;P12931;P05480;Kinase;Cytosol;bARK;P25098;O70293;Kinase;Cytosol;+;Phosphorylation;11278940
SRC;P12931;P05480;Kinase;Cytosol;MUSK;O15146;Q9Z139;Kinase;Cytosol;+;Phosphorylation;11356869
ALPHAACTININ;Q08043;O88990;Cytoskeletal;Cytosol;PLD;O14939;P97813;Adapter;Cytosol;0;Binding;10801846
PSD95;P78352;Q62108;Adapter;Cytosol;LTYPECA;Q13936;Q13936;Channel;Membrane;0;Binding;12850569
CALMODULIN;P62158;P62204;Activator;Cytosol;RIC;P15154;P15154;Adapter;Cytosol;+;Binding;9813038
CALMODULIN;P62158;P62204;Activator;Cytosol;RIC;P15154;P15154;Adapter;Cytosol;+;Binding;8918462
CALMODULIN;P62158;P62204;Activator;Cytosol;RIN;Q99578;P70425;GTPase;Cytosol;+;Binding;8824319
CALMODULIN;P62158;P62204;Activator;Cytosol;RIN;Q99578;P70425;GTPase;Cytosol;+;Binding;9813038
CALMODULIN;P62158;P62204;Activator;Cytosol;RIN;Q99578;P70425;GTPase;Cytosol;+;Binding;14662747
N41;P11171;P48193;Adapter;Cytosol;AMPAR;P42261;P23818;Channel;Membrane;+;Binding;11050113
IP3R;Q14643;P11881;Channel;ER;HOMER;Q9NSB8;Q99JP6;Adapter;Cytosol;0;Binding;9808459
HOMER;Q9NSB8;Q99JP6;Adapter;Cytosol;AMPAR;P42261;P23818;Channel;Membrane;0;Binding;9808459
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;LTYPECA;Q13936;Q13936;Channel;Membrane;_;Dephosphorylation;11124974
SRC;P12931;P05480;Kinase;Cytosol;SYK;P43405;P70424;Kinase;Cytosol;+;Phosphorylation;7513017
LYN;P07948;P08103;Kinase;Cytosol;SYK;P43405;P70424;Kinase;Cytosol;0;Binding;7831290
SYK;P43405;P70424;Kinase;Cytosol;PLCGAMMA;P19174;Q62077;Phospholipase;Cytosol;+;Phosphorylation;7744830
SYK;P43405;P70424;Kinase;Cytosol;PLCGAMMA;P19174;Q62077;Phospholipase;Cytosol;+;Phosphorylation;8657103
NEUROFIBROMIN;P21359;Q04690;GAP;Cytosol;RAS;P01111;P08556;GTPase;Cytosol;_;Binding;2116237
NEUROFIBROMIN;P21359;Q04690;GAP;Cytosol;RAS;P01111;P08556;GTPase;Cytosol;_;Binding;2121370
D3R;P35462;P30728;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15102843
D3R;P35462;P30728;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15102843
D3R;P35462;P30728;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15102843
D3R;P35462;P30728;Receptor;Membrane;GRB2;P62993;Q60631;Adapter;Cytosol;+;Binding;11384839
CAMKII;Q9UQM7;P11798;Kinase;Cytosol;SYNAPTOTAGMIN;P21579;P46096;Vesicle;Vesicles;+;Phosphorylation;9016342
MAPK;P28482;P27703;Kinase;Cytosol;SAM68;Q8TCZ4;Q64213;Adapter;Cytosol;+;Phosphorylation;12478298
SRC;P12931;P05480;Kinase;Cytosol;LTYPECA;Q13936;Q13936;Channel;Membrane;+;Phosphorylation;12850569
FYN;P06241;P39688;Kinase;Cytosol;LTYPECA;Q13936;Q13936;Channel;Membrane;+;Phosphorylation;12850569
PSD95;P78352;Q62108;Adapter;Cytosol;KV12;P16389;P15386;Channel;Membrane;0;Binding;7477295
NOS;P29475;Q9Z0J4;Synthase;Cytosol;PSD93;Q15700;P70175;Adapter;Cytosol;0;Binding;8922396
NMDAR;Q12879;P35436;Receptor;Membrane;PSD93;Q15700;P70175;Adapter;Cytosol;0;Binding;8922396
NMDAR;Q12879;P35436;Receptor;Membrane;PSD95;P78352;Q62108;Adapter;Cytosol;0;Binding;8922396
PSD95;P78352;Q62108;Adapter;Cytosol;NOS;P29475;Q9Z0J4;Synthase;Cytosol;0;Binding;8922396
PKA;P17612;P05132;Kinase;Cytosol;KIR23;P48050;P52189;Channel;Membrane;_;Phosphorylation;8893032
PSD95;P78352;Q62108;Adapter;Cytosol;KIR21;P48049;P35561;Channel;Membrane;0;Binding;8893032
PSD95;P78352;Q62108;Adapter;Cytosol;KIR23;P48050;P52189;Channel;Membrane;0;Binding;8893032
PSD95;P78352;Q62108;Adapter;Cytosol;CHAPSYN110;Q15700;Q63622;Adapter;Cytosol;0;Binding;8755482
NMDAR;Q12879;P35436;Receptor;Membrane;CHAPSYN110;Q15700;Q63622;Adapter;Cytosol;0;Binding;8755482
KIR21;P48049;P35561;Channel;Membrane;CHAPSYN110;Q15700;Q63622;Adapter;Cytosol;0;Binding;8755482
KIR21;P48049;P35561;Channel;Membrane;CHAPSYN110;Q15700;Q63622;Adapter;Cytosol;0;Binding;15304517
FYN;P06241;P39688;Kinase;Cytosol;PSD93;Q15700;P70175;Adapter;Cytosol;0;Phosphorylation;13129934
FYN;P06241;P39688;Kinase;Cytosol;NMDAR;Q12879;P35436;Receptor;Membrane;+;Phosphorylation;9892651
PSD95;P78352;Q62108;Adapter;Cytosol;FYN;P06241;P39688;Kinase;Cytosol;0;Binding;9892651
ERBB;P04626;P70424;Receptor;Membrane;PSD95;P78352;Q62108;Adapter;Cytosol;0;Binding;10839362
ERBB;P04626;P70424;Receptor;Membrane;PSD95;P78352;Q62108;Adapter;Cytosol;0;Binding;11279080
ERBB;P04626;P70424;Receptor;Membrane;ERBIN;Q96RT1;Q80TH2;Adapter;Cytosol;0;Binding;11279080
PSD95;P78352;Q62108;Adapter;Cytosol;ERBIN;Q96RT1;Q80TH2;Adapter;Cytosol;0;Binding;11279080
ANKYRIN;P16157;Q02357;Cytoskeleton;Cytosol;SPECTRIN;O15020;Q62261;Cytoskeleton;Cytosol;0;Binding;11086001
ANKYRIN;P16157;Q02357;Cytoskeleton;Cytosol;SPECTRIN;O15020;Q62261;Cytoskeleton;Cytosol;0;Binding;7621818
NRG;Q99988;Q9Z0J7;Ligand;Extracellular;ERBB;P04626;P70424;Receptor;Membrane;+;Binding;6328316
PKA;P17612;P05132;Kinase;Cytosol;LTYPECA;Q13936;Q13936;Channel;Membrane;_;Phosphorylation;7621818
SEC63P;Q9UGP8;Q9QYI4;Adapter;ER;SEC61P;P61620;P61621;Channel;ER;+;Binding;10799540
CLATHRIN;P09496;O08585;Vesicle;Vesicles;CALMODULIN;P62158;P62204;Activator;Cytosol;0;Binding;7836475
SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;PQCaCh;O00555;P97445;Channel;Membrane;0;Binding;8524397
SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;NTYPECA;Q00975;P97445;Channel;Membrane;_;Binding;8524397
PKA;P17612;P05132;Kinase;Cytosol;PQCaCh;O00555;P97445;Channel;Membrane;_;Phosphorylation;12410316
BIP;P11021;P08109;Chaperone;ER;SEC61P;P61620;P61621;Channel;ER;+;Binding;1568250
BAG1;O95816;Q8BR07;Adapter;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Binding;12502846
BAG1;O95816;Q8BR07;Adapter;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Binding;14978028
BAG1;O95816;Q8BR07;Adapter;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Binding;8692945
BAG1;O95816;Q8BR07;Adapter;Cytosol;BCL2;P10415;Q64373;Bcl2Family;Mitochondria;+;Binding;8692945
BAG1;O95816;Q8BR07;Adapter;Cytosol;BCL2;P10415;Q64373;Bcl2Family;Mitochondria;+;Binding;7834747
KAR;P39086;Q60934;Channel;Membrane;NCADHERIN;P19022;P39038;CellAdhesion;Membrane;0;Binding;12151522
MDM2;Q00987;O35618;Ubiquitinase;Nucleus;P53;Q12888;P70399;TF;Nucleus;_;Ubiquitination;14671306
GKAP;O14490;P97836;Adapter;Cytosol;NOS;P29475;Q9Z0J4;Synthase;Cytosol;+;Binding;11122378
PKC;P17252;P05697;Kinase;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Phosphorylation;9447975
PKC;P17252;P05697;Kinase;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Phosphorylation;1437148
CALPAIN;P07384;O35350;Protease;Cytosol;NMDAR;Q12879;P35436;Receptor;Membrane;_;Cleavage;11553682
PKA;P17612;P05132;Kinase;Cytosol;MST3;Q9Y6E0;Q9Z2W1;Adapter;Cytosol;+;Phosphorylation;10644707
CREB;P16220;Q01147;TF;Nucleus;CBP;Q92793;P45481;TF;Nucleus;+;Binding;8413673
EGFR;P00533;Q01279;Receptor;Membrane;SHC;P29353;Q61120;Adapter;Cytosol;+;Binding;7681824
INTEGRIN;P05556;P09055;CellAdhesion;Membrane;PYK2;Q14289;Q60629;Kinase;Cytosol;+;Binding;9022036
INTEGRIN;P05556;P09055;CellAdhesion;Membrane;PYK2;Q14289;Q60629;Kinase;Cytosol;+;Binding;9366396
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;BAD;Q92934;Q61337;Bcl2Family;Mitochondria;+;Dephosphorylation;10195903
P1433;Q04917;P11576;Adapter;Cytosol;P53;Q12888;P70399;TF;Nucleus;+;Binding;9620776
CDK5;Q00535;P49615;Kinase;Cytosol;TAU;P10636;P20357;Activator;Cytosol;+;Phosphorylation;8282104
CDK5;Q00535;P49615;Kinase;Cytosol;TAU;P10636;P20357;Activator;Cytosol;+;Phosphorylation;7592534
IR;P06213;P15208;Receptor;Membrane;IRS2;Q9Y4H2;O08648;Adapter;Cytosol;+;Phosphorylation;7526222
IR;P06213;P15208;Receptor;Membrane;IRS2;Q9Y4H2;O08648;Adapter;Cytosol;+;Phosphorylation;7675087
IR;P06213;P15208;Receptor;Membrane;IRS2;Q9Y4H2;O08648;Adapter;Cytosol;+;Phosphorylation;9195949
TRKB;Q16620;Q9Z139;Receptor;Membrane;IRS2;Q9Y4H2;O08648;Adapter;Cytosol;+;Phosphorylation;9374521
IRS2;Q9Y4H2;O08648;Adapter;Cytosol;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;9374521
IRS1;P35568;P35569;Adapter;Cytosol;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;9374521
TRKB;Q16620;Q9Z139;Receptor;Membrane;IRS1;P35568;P35569;Adapter;Cytosol;+;Binding;9374521
P1433;Q04917;P11576;Adapter;Cytosol;IRS1;P35568;P35569;Adapter;Cytosol;_;Binding;9312143
MAPK;P28482;P27703;Kinase;Cytosol;MEF2;Q02080;O55087;TF;Nucleus;+;Phosphorylation;9069290
MAPK;P28482;P27703;Kinase;Cytosol;MEF2;Q02080;O55087;TF;Nucleus;+;Phosphorylation;9384584
PKC;P17252;P05697;Kinase;Cytosol;PICK1;Q9NRD5;Q62083;Adapter;Cytosol;0;Phosphorylation;9405395
PKC;P17252;P05697;Kinase;Cytosol;PICK1;Q9NRD5;Q62083;Adapter;Cytosol;0;Phosphorylation;7844141
CALPAIN;P07384;O35350;Protease;Cytosol;CAIN;Q9Y6J0;P11627;Inhibitor;Cytosol;_;Cleavage;12114545
CAIN;Q9Y6J0;P11627;Inhibitor;Cytosol;CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;_;Binding;9660798
MAPK;P28482;P27703;Kinase;Cytosol;MARCKS;P29966;P26645;Adapter;Cytosol;+;Phosphorylation;9867858
EGFR;P00533;Q01279;Receptor;Membrane;PLCGAMMA;P19174;Q62077;Phospholipase;Cytosol;+;Phosphorylation;2472219
PDGFR;P09619;P05622;Receptor;Membrane;PLCGAMMA;P19174;Q62077;Phospholipase;Cytosol;+;Phosphorylation;2472219
PKA;P17612;P05132;Kinase;Cytosol;GABAAR;P14867;P18504;Receptor;Membrane;_;Phosphorylation;2176510
PKA;P17612;P05132;Kinase;Cytosol;GABAAR;P14867;P18504;Receptor;Membrane;_;Phosphorylation;1321150
PKA;P17612;P05132;Kinase;Cytosol;GABAAR;P14867;P18504;Receptor;Membrane;_;Phosphorylation;1323140
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;CREB;P16220;Q01147;TF;Nucleus;_;Dephosphorylation;14697672
N41;P11171;P48193;Adapter;Cytosol;SPECTRIN;O15020;Q62261;Cytoskeleton;Cytosol;0;Binding;3121803
GRB2;P62993;Q60631;Adapter;Cytosol;SHP1;Q96B97;Q9JLQ0;Phosphatase;Cytosol;0;Binding;14551136
CSP;Q9H3Z4;P60904;Adapter;Cytosol;PQCaCh;O00555;P97445;Channel;Membrane;0;Binding;9593683
CSP;Q9H3Z4;P60904;Adapter;Cytosol;NTYPECA;Q00975;P97445;Channel;Membrane;_;Binding;11086994
CSP;Q9H3Z4;P60904;Adapter;Cytosol;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;11086994
GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;NTYPECA;Q00975;P97445;Channel;Membrane;_;Binding;11086994
SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;NTYPECA;Q00975;P97445;Channel;Membrane;_;Binding;10844004
SYNTAXIN;Q13277;O35526;Vesicle;Vesicles;PQCaCh;O00555;P97445;Channel;Membrane;0;Binding;9593683
SNAP25;P60878;P60881;Vesicle;Vesicles;PQCaCh;O00555;P97445;Channel;Membrane;0;Binding;9593683
SYNAPTOTAGMIN;P21579;P46096;Vesicle;Vesicles;PQCaCh;O00555;P97445;Channel;Membrane;0;Binding;9593683
CREB;P16220;Q01147;TF;Nucleus;TFIIB;Q00403;P29053;TF;Nucleus;+;Binding;7615553
SHC;P29353;Q61120;Adapter;Cytosol;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;7537361
ERBB;P04626;P70424;Receptor;Membrane;SHC;P29353;Q61120;Adapter;Cytosol;+;Binding;8026468
ERBB;P04626;P70424;Receptor;Membrane;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;8026468
TRKA;P04629;Q9Z139;Receptor;Membrane;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;8226808
PKA;P17612;P05132;Kinase;Cytosol;RIM;Q86UR5;Q99NE5;Adapter;Vesicles;+;Phosphorylation;14532002
ADAPTIN;Q10567;O35643;Adapter;Cytosol;GABAAR;P14867;P18504;Receptor;Membrane;_;Binding;11050117
ADAPTIN;Q10567;O35643;Adapter;Cytosol;CLATHRIN;P09496;O08585;Vesicle;Vesicles;+;Binding;11050117
ADAPTIN;Q10567;O35643;Adapter;Cytosol;CLATHRIN;P09496;O08585;Vesicle;Vesicles;+;Binding;8909539
ADAPTIN;Q10567;O35643;Adapter;Cytosol;DYNAMIN;Q05193;P09922;GTPase;Vesicles;+;Binding;11050117
ADAPTIN;Q10567;O35643;Adapter;Cytosol;DYNAMIN;Q05193;P09922;GTPase;Vesicles;+;Binding;10398591
RHO;Q07960;Q8C0D4;GTPase;Cytosol;PIP5K;P48426;Q80XI4;Kinase;Cytosol;+;Binding;8868471
PRMT1;Q99873;Q9JIF0;Methylase;Cytosol;SAM68;Q8TCZ4;Q64213;Adapter;Cytosol;+;Methylation;12529443
GRAB;P10144;P04187;GEF;Cytosol;RAB3;P20336;P05713;GTPase;Vesicles;+;GEF;11516400
COLLAGEN;P02452;P08121;Matrix;Extracellular;INTEGRIN;P05556;P09055;CellAdhesion;Membrane;+;Binding;7716514
VITRONECTIN;P04004;P29788;Matrix;Extracellular;INTEGRIN;P05556;P09055;CellAdhesion;Membrane;+;Binding;7716514
FIBRINOGEN;P02671;Q9R045;Ligand;Extracellular;INTEGRIN;P05556;P09055;CellAdhesion;Membrane;+;Binding;7716514
C3G;Q13905;P27671;GEF;Cytosol;RAS;P01111;P08556;GTPase;Cytosol;+;GEF;7959692
ENKEPHALIN;P01210;P22005;Ligand;Extracellular;DOPR;P41143;P32300;Receptor;Membrane;+;Binding;15082510
ENKEPHALIN;P01210;P22005;Ligand;Extracellular;KOPR;P41145;P33534;Receptor;Membrane;+;Binding;15082510
ENKEPHALIN;P01210;P22005;Ligand;Extracellular;MOPR;P35372;P42866;Receptor;Membrane;+;Binding;15082510
ENKEPHALIN;P01210;P22005;Ligand;Extracellular;NOPR;P41146;P35377;Receptor;Membrane;+;Binding;15082510
DOPR;P41143;P32300;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
KOPR;P41145;P33534;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
MOPR;P35372;P42866;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
NOPR;P41146;P35377;Receptor;Membrane;GBETAGAMMA;P11016;P11016;Gprotein;Cytosol;+;Binding;15082510
DOPR;P41143;P32300;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
DOPR;P41143;P32300;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
KOPR;P41145;P33534;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
KOPR;P41145;P33534;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
MOPR;P35372;P42866;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
MOPR;P35372;P42866;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
NOPR;P41146;P35377;Receptor;Membrane;GALPHAO;P09471;P18872;Gprotein;Cytosol;+;Binding;15082510
NOPR;P41146;P35377;Receptor;Membrane;GALPHAI;P08754;Q9DC51;Gprotein;Cytosol;+;Binding;15082510
ERBB;P04626;P70424;Receptor;Membrane;SYNTROPHIN;Q13424;Q61234;Adapter;Cytosol;+;Binding;10725395
ERBB;P04626;P70424;Receptor;Membrane;PSD95;P78352;Q62108;Adapter;Cytosol;0;Binding;10725395
ERBB;P04626;P70424;Receptor;Membrane;PSD93;Q15700;P70175;Adapter;Cytosol;0;Binding;10725395
ERBB;P04626;P70424;Receptor;Membrane;SAP102;Q92796;P70175;Adapter;Cytosol;0;Binding;10725395
NMDAR;Q12879;P35436;Receptor;Membrane;PLCGAMMA;P19174;Q62077;Phospholipase;Cytosol;+;Binding;9231720
