Entry	Cross-reference (RefSeq)
A0A087WUS0	
Q8TEV7	
Q562W7	
A0A087X256	
A0A075C7R9	
A0A087WZ02	
A0JD19	
A0N4W6	
Q9UMW6	
A0A087WUT1	
Q96F54	
J3KMZ9	
Q1JUM5	
H0Y6Z9	
H0Y8J3	
Q20BJ8	
H0Y9B1	
H0YGU4	
H0YKY0	
H0YEE2	
H0YD48	
H0YJ65	
H3BMJ7	
J3QL38	
H7BZ36	
K7EIX7	
A0A024QZT7	
A0A024R911	
A0A024RC59	
A0A024R9R2	
A0A024R043	
A0A024R424	
A0A068B445	
A0A078BPG3	
A0A076N408	
A0A087WV08	
A0A087WVW1	
A0A087WVY1	
A0A087X060	
A0A087WZ28	
Q7Z725	NP_003043.3;
B2R785	
Q2UVF2	
Q59EQ2	
Q59GD5	NP_001035225.1;NP_065178.1;
A0A096LNR8	
B3KY28	
B3KP11	NP_001269074.1;
B4DSI7	NP_001157945.1;
Q6ZP14	NP_001277259.1;
B7Z686	
B4DRX0	
C9IYI1	XP_006723540.1;XP_006723541.1;
C9J6N8	
C9JWB9	
C9JHD8	
C9JLN7	
B8K2Q5	NP_001138751.1;NP_001138752.1;NP_001138753.1;
E5RJT6	
E9PJ80	
E9PN63	XP_006716319.1;
E9PE20	
E9PQ23	
A0A024R0N3	
A0A024QZP9	
A0A059RIM1	
A0A075B727	
A0A075X8B5	
A0A087WTK4	
A0A087WZP4	
A0A087X2G9	
A0A087X0Q8	
A0A087X089	
A0A087X0M0	
A8MTT8	
O43408	
E5RGR7	
B4E2Q9	
B7Z5E7	
C9JB84	
C9K057	
C9JAB5	
E5RI31	
C9JPH1	
C9JAX8	
E5RK52	
F5GX84	NP_001265164.1;
B0QYR6	
F5H3P1	
A6PVN6	
F8WDV0	
H0YE48	
H0YNR8	
H0YDM5	
G9LBA7	
H0YJY6	
H3BSA3	
H3BTW8	
A0A059QRK8	
A0A059RK65	
A0A068BKC1	
A0A087WX39	
A0A087WWH0	
A0A087X032	
A0A087WU96	
A0A087X1B7	
A0A087WYZ1	
J3KNW5	
A0A087X0D1	
A7LFA2	
A8K7D5	NP_001177341.1;NP_001177342.1;
B4DDY0	
B4DEL4	
B4DTD6	
B4DF14	NP_001276868.1;
E5RGY5	
B4DK32	
B3KPE1	NP_065849.1;
B4DLN8	
B4DVP3	
J3KRQ2	
B7Z7J1	
B7Z9L6	
C9JDG7	
E9PP91	
E7EW14	
E9PPF2	
C9JAP7	
F5H116	
F5H195	
F8WCG7	
F8VRN3	
F8WER3	
B1ALG6	
H0YA70	
H0Y3S4	
H0YMF5	
H0YNU7	
E7EWY6	
F8WEY6	
H0Y7E6	
H3BQP1	
H3BS24	
H7C1H0	
H7C1K9	
H0YAB6	
H7C0F2	
Q5SVM7	
H9M4C7	
J3QRL6	
M0R2D4	
Q53WY6	
Q59GU3	NP_955630.3;
M0R0P1	
B3KVN0	
Q5T4L4	
B4DW83	
B4DUB4	NP_001258748.1;
C6G7W2	
B4DY64	
D6RD54	
E5RGU5	
E9PLI7	
E9PPK2	
E9PN35	
E9PNI5	
E9PMX6	
E9PNU5	
F8VZY0	
F5H5R4	
F8WD87	
F8WBT2	
F8WBC1	
F8WDP3	
H7C147	
H7BZ08	
Q5JTQ9	
H7C343	
H9SRH3	
H7C299	
H9LK99	
G3V261	
I6ZKX6	
G3V332	
M0R2T5	
M0QX30	
A0A059QIB6	
A0A059QTD5	
A0A059RR14	
A0A059S801	
A0A075B6F0	
A0A087WV04	
A0A087WXU5	
A0A087WTW6	
A0A087X0V0	
A0A087WXD5	
A0A087WTH3	
A0A087X1D7	
A0A087WYL2	
A0A087WWP9	
Q8IXB0	
A0A087X1D8	
A0A024R488	
A0A024RAV8	
A0A024R2N5	
A0A024R4D7	
A0A024RA90	
A0A024R8I7	
A0A024F8R0	
A0A024RD03	
A0A059RTN7	
A0A059RP47	
A0A060VCU0	
A0A059RHW8	
A0A075B7A9	
A0A075B798	
A0A087WW07	
A0A087WUG7	
A0A087WWJ3	
A0A087WWP4	
Q5QFB7	
A0A087X198	
A0A087WZL8	
A0A078BQE0	
A0A087WW70	
B1AHC3	
A8K869	
Q9H5Q9	
Q8NH24	
Q9P2X2	
F5GXV7	
Q53EW7	
Q562Y4	
A0A087WZL5	
B3KXK1	NP_599152.2;
B3KQF8	NP_060649.3;
B3KRK7	
B4DUS3	
B7Z3V7	
B4DU71	
C9IYB8	
C9JMG5	
C9JQ60	
C9JAM3	
C9JTV5	
A0A024QYR3	
A0A024R110	
A0A024RAG3	
A0A024RAU1	
A0A059RIX0	
A0A059RUS7	
A0A067ZUL3	
A0A059RMQ2	
A0A067ZWN6	
A0A075B6J1	
A0A075X7J5	
A0A087WT67	
A0A087WT44	
A0A087WY58	
A0A087WVP7	
A0A087X0V3	
A0A087WUG5	
A0A096LPI9	
A0A087WW81	
A0A096LNX0	
A0A087WW77	
I6L9D8	
A0A087X208	
Q14779	
Q8IW23	NP_001265482.1;
Q5D1Q2	NP_945347.1;
Q9NPV4	
A0A087WUH0	
Q4LE49	
Q4V9T5	
Q59HA9	
Q3YBA8	
Q59G26	
A8KA27	
Q659C3	NP_056020.2;NP_115565.3;
P78389	
B3KRH9	
B2RCG5	NP_001269622.1;
B3KQH1	
B4DNX0	
B2R8Q7	
B4DP88	
C1PHA2	
V9GZN9	
D6R912	
D6REA1	
D6REE7	
D1CS61	
D6RFF1	
E9PDC4	
H9KVA5	
B0QYN7	XP_005255597.1;XP_005255598.1;XP_006721001.1;
E9PLL4	
D9YZU8	NP_000550.2;
F5H5F4	
F5GX48	
F8VRI7	XP_006719691.1;XP_006719692.1;
E9PHX8	
J3KTA9	
Q5JSD2	
F5H623	
B3KSJ2	
A0A059RWC6	
A0A059RPI8	
A0A068LKQ7	
A0A075B6R2	
A0A068BUM1	
A0A075B6V5	
A0A087WY30	
A0A087WZX0	
A0A087X0J8	
A0A087WUH9	
A0A087WVE0	
E9PGZ7	NP_001271185.1;
Q59F35	
A0A087X0E7	
Q59FA5	
Q59H41	
Q96T96	
Q96KC0	
Q9NST6	
Q53ET5	NP_001123492.1;
Q8NH47	
B2R8H4	
B2RAZ0	
B7Z2P8	
B5B0C6	
C9JJN9	
D6RJF4	
V9GY68	
A0A087X044	
H7BY05	
B4DWZ4	
E9PBW4	
E9PRV8	
E9PLI9	
E9PCN3	
E9PSC6	
E9PSE6	
F5H3A3	
E9K9I4	
B4DYR6	NP_001265392.1;NP_001265393.1;NP_001265394.1;NP_001265395.1;NP_005681.2;NP_036192.2;NP_036193.2;
F5H835	
F8W0C7	
F8WAZ5	
J3KS10	
J3KR44	
G3V2R7	
G3V4Z5	
H0Y3E3	
F8WAS6	
H0YDQ2	
H0YJJ4	
H0YE06	
H7C3X2	
H3BNY9	
H3BS54	
H7C4W8	
G1UI30	NP_004312.2;
Q6IAK1	
H9PBP8	
I3L2Q8	
I3NI49	
Q50KJ2	
Q50KF2	
Q562N1	
Q6GV26	
Q4KMQ7	
Q59ED7	
Q59FH4	
Q9H7N9	
A8K3L9	
Q9UMJ0	
A8K048	
A4ZLB6	
Q6FI97	
Q8NH46	
E5RGX1	
B3KNV8	
Q8TEG5	
B4DXT2	
B7Z9T7	
E5RHC2	XP_006716660.1;
B5MDS5	
B7Z9M1	
C0LYZ4	
D6RA56	
Q6PG43	NP_079113.2;
E9PGQ0	
E9PQZ5	
E9PR64	
F1T0G3	NP_001120730.1;
E7EW71	
F2YTU9	
F5GYJ8	
F2Z2F3	
J3KSG3	
F5H7I0	
Q5T1P5	
Q5VY93	
H0Y519	
H0Y7Q1	
E7EWX6	
H7C2K1	
H9PIG4	
H3BN28	
I3L1K4	
I3L2G5	
J3QRH4	
J3QRL5	
J3QLW7	
K7ER65	
J3QLD3	
A0A059QJC1	
A0A059QQY2	
A0A059RS15	
A0A059R0Q7	
A0A059RND1	
A0A059QC17	
C9JST2	
C9J2Z4	
D6RFY6	
D6RJ94	
E7EVA4	
E7EPK1	
E7ENE0	
E9PPX2	
E9PSI2	
E9PQS2	
F5GYV0	
E9PFL9	
H0Y3K3	
H0Y9F8	
Q5TFD1	
H0YD32	
H3BMG1	
H7C253	
H9SYL9	
H3BPK4	
J3QLK3	
I3L125	
K7EKS7	
K7EL08	
K7EJK6	
K7EKS9	
K7EN63	
K7ER52	
K7EMM2	
U3KQU9	
S4R3M7	
V5L8C8	
V9QDF4	
H0Y768	
H0YB11	
H0YI55	
H0YHX6	
H7C2T5	
G5D8Q5	
H3BVA3	
I3NI04	
H9NAJ8	NP_001264044.1;
I3L2K6	
V5N6U4	
J3QR03	
J3QRX1	
J7HDE9	
I4AY87	NP_002406.1;
H0Y8D6	
M0QXN3	
R4GMZ1	
R4GNG7	
S4R3Z9	
M0QY38	
K7ER63	
K7ES28	
K7ERF2	
M0QY32	
K7EMP8	
K7EJW2	
U3KQ19	
U3KQM7	
U3KQR7	
K7EQC4	
A0A024R565	
A0A024R8I5	
A0A023I9B6	
A0A023Q460	
A0A024R7N2	
A0A024QZW5	
A0A023I918	
A0A024R7D5	
F5GYB0	
F6TB26	XP_005244913.1;
F5GWR6	
Q5VV87	
F8W733	
F8VU50	
G3V356	
H0YM96	
H3BPS8	
H0YM19	
H3BUC8	
H3BQE5	
H0Y4Z6	
H3BUH7	
H0Y8F0	
H7C1N8	
X5D3G4	
A0A023I890	
A0A024QZQ8	
A0A023I7R1	
A0A059S247	
A0A059QHB6	
A0A059RS64	
A0A060VCX3	
A0A059QQ51	
A0A068BVM0	
A0A059R9B8	
A0A075BW43	
A0A075C8D8	
A0A087WT54	
A0A087WU18	
A0A087WZP9	
A0A087WXQ9	
A0A087WY62	
Q8NG87	
J3K000	
Q9BS45	
J3KNG6	
Q29RX4	NP_001159479.1;
Q504U3	
A0A075X6V9	
Q6N0B2	NP_001625.2;
Q3MI95	
Q59HA3	NP_001272389.1;NP_001272390.1;NP_001272391.1;NP_006624.2;
A7MBN2	
A0A087WVD0	
A7J1Q3	
A4FU79	
E5RGK1	
A0A024R1M2	
A0A023I9A1	
A0A024R3T2	
A0A059QQB0	
A0A059RUP4	
A0A075X7D1	
A0A059RNV0	
A0A087WYT8	
A0A087WXX6	
A0A087WU55	
A0A087X261	
A0A087X021	
A0A087X1P8	
Q53GS2	
Q658W0	
A0A087X1A2	
A0A096LP90	
Q6NSL9	
Q8NG90	
Q8NGB0	
A6NMA8	
Q7Z350	
A7E2D8	
Q6R112	
Q7L853	
O43886	
A9Z1W1	
Q53FS0	
U3KPS3	
Q05C28	
A0A059QP35	
A0A059QD15	
A0A059QPU3	
A0A059RU63	
A0A059RRR2	
A0A059R3Y5	
A0A060VCY4	
A0A059RPU4	
A0A087WU72	
A0A087WUE1	
A0A096LNH3	
A0A087X250	
A0A087WZM8	
A0A096LP59	
O76105	
Q50KD4	
Q59GR6	
Q59GC3	
A0A087WV81	
Q6B514	
Q9NT91	
A0A087WV35	
B3KRE9	
B4DV52	
B4E218	NP_001157207.1;NP_079385.2;
B5MC96	
B8ZZY8	
B7Z1R7	
B9U4H1	
B4DX12	
D2CFK9	NP_036473.2;
B7Z3I4	
D6RB07	
D6R964	
D6RJ07	XP_005265919.1;
D5K9R2	
D6RH17	
E9PIU4	
E9PR44	
K7EJ64	
J3QLS0	
K7EIR4	
K4EP00	
M0QX08	
A0A068C1X3	
L7XQ86	
A0A075B7D1	
A0A087WXF2	
A0A087WU80	
A0A087WYT3	
A0A087WWR5	
A0A087X067	
A0A087WWA1	
A0A087WXP2	
A0A087X1J0	
A0A096LNI1	
Q4G985	
A0A096LPF9	
Q3ZTS5	
A0A087WTI4	
Q05CQ2	NP_001005567.2;
Q50KD5	
Q2NL74	
Q9NS76	
A8KAI0	
Q59FB7	NP_001273759.1;NP_001273760.1;NP_001273761.1;
A0A087X052	
A0A087WSW2	
B3KQM9	
B3KQM3	
B3KNA9	
B3KVD2	
B4DH34	
B4DJK3	XP_005272702.1;
B8ZZA1	
C9JGA3	
C5IU90	
C9JPH0	
E5RHG8	
D6RBL0	
C9JLM2	
B4DL96	
F8VXG4	
F8W057	
I6NLS4	
Q9H4Y4	
F8WDG7	
H0Y8P5	
H0Y486	
H0YK87	
H0YCP0	
H0YB90	
F5H527	NP_001269058.1;XP_005258115.1;
H3BV66	
G3V2H4	
H7C5T3	
H7C545	
H0YHK2	
H7C173	
H7C3F5	
B3KUH4	
H7BYR9	
H3BLY0	
B2R9U4	
B4DUG1	NP_001241669.1;
B4DWB1	
B4DU16	
B5MCC0	
B7Z952	
B3VRB5	
C9J236	
B4E1U2	
C9JW72	
D6RAF7	
D6R9M0	
J3KSJ5	
E9PKF9	
C9J381	
E9PF58	
E9PKT1	
E9PGB2	
B2R8A7	
B3KY47	NP_065910.3;
J3KR52	
B4DTL4	
B4DZN3	
B4E2T0	
J3KSB1	
E5RI47	
E5RG37	
C9JBJ7	
C9JZK4	
D6RGC4	
C9JBQ9	
H7BXL0	
C5IU89	
C9JK14	
E5RK97	
E7EN28	
E7EQB5	
E5RJ41	
E7EUC7	
E9PJC5	
E7ERL8	
E9KL42	NP_001032238.1;
E7EN95	
F5H6Q1	
F5GX59	
F6SJA5	
E9PMR6	XP_005271537.1;
F8WBL1	
F8VWW7	
G3V391	
F8WCZ7	
E9PLJ8	
H0YED8	
F8WBT6	
H0YDZ2	
H0YJ98	
H0YK02	
H0YIQ3	
F8WE37	
K7EMJ9	
L0ERI9	
M0R1S3	
M0R1W9	
A0A023T393	
A0A024RD95	
F5H251	
F5H629	
Q5SYU9	
F6WF08	
F8WDN0	
F8W8Y4	
F8WBH9	
F8WEB9	
H0Y5H7	
H0Y8T3	
H0YDT5	
H0Y9K0	
H0YLZ0	
H0YJ99	
H0YJY7	
H0YMT6	
H0YAV5	
H3BPT3	
H3BMX5	
H3BP14	
H3BS08	
H3BS21	
H3BUU2	
H3BUV3	
I3L2V3	
I3L225	
I3L360	
K7ELG9	
J3QKR2	
K7ENJ9	
F5H8B0	
F5GYM4	NP_001278353.1;
F6S8H2	NP_001269600.1;NP_001269601.1;
F6RF56	
B1AH87	
F8VUC8	
F8VV13	
F8W9E7	
F8WAX1	
G3V3W1	
F8WAQ5	
F8WF32	
H0YKC9	
H0YC34	
B1AHJ5	
H0YEA7	
H0YN16	
B1AHE4	
H0YJ39	
H0YHK1	
H0YA34	
H0YE66	
H3BNE4	
H0Y5A3	
H3BTF5	
H9RNN6	
H7C0E0	
H3BUF0	
H0YFV4	
K7WIJ2	
K7EJ23	
M0QX47	
M0R3A6	
M0QZS4	
H3BRR8	
M0R2P5	
M0QXU2	
M1V481	
R4GMY8	
X5D7U3	
X6R5L4	
X6R7X0	
H9QB49	
H9RJM6	
I3L1B1	
K7EL88	
K7EMI2	
K7EIK1	
J3QQR3	
K7EPY9	
K7EJ77	
K7EQ55	
M0QXA6	
V9VLC2	
X2D4D6	
X6R7H2	
A0A024R3M4	
A0A024R377	
U3KPV4	NP_001073907.1;
A0A024R6Y5	
A0A024RAS9	
I3L0E4	
K7EM50	
K7ER86	
K7EP68	
K7EQS0	
K7ERL5	
K7EIS9	
J3QRD5	
K7ERE0	
M0R099	
Q6ZS98	
Q6PKB2	
Q6NT82	
Q96K23	
Q8TDZ6	
Q8NGM0	
M0QXZ2	
B1AJR3	
Q6IPK9	
Q8NCE6	
Q9HBG1	
A7E2B6	
A8K2N0	
Q13062	
B2KKV4	
B0M0K0	
B7Z939	
B7Z8B8	
D1CS27	
E2DRY6	NP_001188412.1;
E9PR25	
B1AKC8	
F5GSA8	
J3KRC2	
F5GZR4	
L7N2F9	
Q5T123	
Q5SR47	
H0Y893	
H0YG38	
Q5T703	
H0Y8X4	
H0YN58	
G3V1R6	
H7C4S4	
H7C142	
H0YNR0	
H0YCR8	
H3BRH8	
H7C5M0	
H9Q517	
I3L2J0	
H0YAK4	
H7C192	
H9LMN8	
J3QRK5	
J7SA67	
K7EKK9	
J3QS21	
K7ESL6	
R4GN95	
C9JCK3	
C9J3Q8	
C9JYW1	
D6RCS6	
D3YTI2	
D8L487	
E9PQA4	
E7EUC9	
F2Z2F6	
E7ETZ0	XP_006720321.1;
E9PQF6	
E9PJC0	
B0QYF0	
J3QWB6	
H0YA21	
F8WE84	
H0YC87	
Q5JPU2	
H3BSX8	
H9E7L8	
Q5T7F8	
H6WHL5	
H0YNU8	
I3L2Y3	
I3L1E7	
H0Y488	
K7EP13	
I3L242	
K7ESL4	
L7SFT3	
M0R2W9	
S4R372	
G3V5S1	
H0YFT6	
H0YIV8	
H0YAH3	
H7C184	
I3L407	
H9S3J6	
H3BNX8	
H7C323	
M0R107	
M0R0N7	
V9Q671	
V9HW74	NP_004172.2;
A0A023QHN5	
A0A024F986	
M0R3E7	
M0R146	
A0A023I807	
A0A024R3P1	
A0A024R3W2	
A0A024R5Z9	
G3V235	
G3V4K8	
G3V4A3	
H0Y501	
G3V265	
H0YBM2	
H0YN48	
H0YL94	
H3BTY7	
H0YCV3	
H3BV56	
H0Y9S7	
H3BP35	
H3BUS0	
I3L1U9	
J3QRL9	
A0A024RBX1	
A0A024R0E2	
A0A024R669	
A0A024R0Z3	
A0A059QL24	
A0A059QQL5	
A0A059QPG7	
A0A059XG67	
A0A059RRF2	
A0A059RLC3	
A0A075BV59	
A0A087WTG8	
A0A087WTF1	
A0A087WU03	
A0A087WYT0	
A0A087WUY6	
A0A087WYM2	
A0A087WZM0	
A0A087WZE6	
A0A087X0S7	
A0A087WZ89	
A0A087WY04	
A0A087WVI6	
A0A087X211	
A0A087X1J1	
A0A059QMM8	
A0A087WTX5	
A0A087X269	
A0A059RIM4	
A0A059RQC1	
A0A087WWL5	
A0A060GTH7	
A0A087WZ35	
A0A087X1F9	
A0A059QSG6	
A0A087WT01	
A0A087WZN7	
A0A059RIE8	
A0A087WX02	
A0A087WVD3	
A0A068BI50	
A0A075M4J2	
A0A087WV69	
A0A087X2E9	
A0A087X2F6	
A0A087WX80	
A0A087X1V1	
A0A096LNW3	
A0A096LPF5	
A0A087X203	
Q4GBL7	
Q7Z3X4	
Q6ZPC8	
Q9UQK8	
Q8N5H5	
A0A023I7H2	
A0A024RCL8	
A0A023PX70	
A0A059R983	
A0A060VCY6	
A1A4W1	
A0A059RVR1	
A0A060VD02	
Q9UN24	
Q53FH9	
Q59GX2	NP_006507.2;
Q8NFI2	
Q6AI28	NP_000341.2;
V9GYA4	
Q6ZT94	
B0EX00	
B2R8U0	
B2RA41	NP_003040.1;
B4DZQ8	
B4DIX0	
B8RF24	
B7Z1Q9	
C6H0P3	
A0A059RRB4	
A0A059RU99	
A0A059QZ90	
A0A059RVY3	
A0A087WXE2	
A0A087WZ47	
A0A087WUJ3	
A0A087WV14	
A0A087WZG9	
A0A087WXK9	
A0A096LNY5	
A0A087X1Z0	
A0A096LP23	
A0A087WX10	
A0A059RJY0	
A0A059RKP1	
A0A059RQV5	
A0A059RNF8	
A0A059RUI7	
A0A076NA11	
A0A087WVE4	
A0A087WXC7	
A0A087WVS5	
A0A087X2D0	
Q32Q64	
Q53G99	
A0A087WYQ6	
Q5CZ91	
Q5H9R8	
A0A087WZH6	
Q6NWR9	
Q5EKN0	
Q53WZ1	
A0A087WXI3	
A8KAB1	NP_996555.1;NP_996556.1;
A0AUK4	
Q1WWK6	NP_000820.3;NP_001070711.2;
C9JYB5	
A0A087WV34	
C9JUY6	
C9J660	
E7ETU7	
E7EUK6	
E9LRP3	
E9PD99	
E9PHZ6	
F5GY08	
F6TJN8	XP_006713329.1;XP_006713330.1;
F8W1B9	
F8WC12	
Q5TFC9	
F8WAN4	
F8VZZ2	
G1CT06	NP_001274524.1;
F8W1N7	
F8WCX2	
A0A024R8Y9	
A0A024RAB2	
A0A024RAV4	
A0A024RDK4	
A0A024RAQ1	
A0A087WZ85	
A0A096LPF7	
A0A087X1I6	
O43600	
A0A087X1M4	
A0A087X0G5	
A0A087WX35	
A0A087WYY8	
A0A087X0J4	
Q8N2R3	
O43871	
A8K936	NP_660334.3;
Q2PJC4	
A7L6C1	
Q9NT67	
Q86XC4	NP_055947.1;
B3KWK5	
B4DS80	
B4DW69	
B4DSC8	NP_001276325.1;
B4E3A5	
B7ZAX6	NP_001273386.1;NP_001273387.1;
B4E2N9	
C9JCY1	
C9J7Z1	
C9JYI1	
D6RBW5	
D6RFN0	
D6CHF9	
E9LR96	
G8JLI8	
H0YAI4	
H0Y4D6	
H0YGR0	
H0YLJ2	
H0YFI7	
H0YJR1	
H7C009	
H0YE08	
H7C141	
H7C4S5	
I3L3U3	
I3L477	
I3L4J1	
K4MTP3	
K7ELW5	
K4P403	
K7ERB5	
K7EPB4	
K7EJB0	
K7EJ98	
K7EQY4	
M0QYG8	
M0QXY2	
H3BN38	
B4DSX5	
B4DPC5	
C7FEN9	NP_001192123.1;
B7Z671	NP_001275718.1;
C9JKE8	
C9JRG0	
D3YTA9	
C9JVC9	
D6RC67	
C9J2Q6	
E7ESC7	
E5RJP3	
E9PJD7	
E9PJE7	
E9PL90	
F2Z2X7	
J3KTA2	
B1AHR2	
J3KS80	
A2IDB1	
F5H610	
F6RJM5	
F8WD68	
F8W084	
Q5SPY9	
Q5T8R3	
H0YL38	
H0YKL5	
H0YB35	
H3BRN7	
H7BYS8	
H3BNU2	
H7C0A8	
H3BTR8	
H7C2S1	
H7C073	
M0R1B9	
F5H049	
C7E9I8	
J3KRX8	
Q50KM3	
Q6IPK3	NP_115859.2;
O15181	
Q6ZP13	
Q6NWR3	
A8MXZ9	
A8MZ10	
Q05CZ1	NP_003886.3;NP_982271.2;
A8K5W4	NP_000515.2;
Q68DE4	
J3KP06	
B3KUI8	
B4DIU6	
B4DJ63	
Q7Z3J4	NP_940933.3;
B4DL57	XP_005265767.1;
B4DT89	
B4DZV1	
B4DM20	
B8XPJ7	
C6G7W4	
F8W7Q2	
F5H2X8	
F8W8J5	
F8W1D0	
F8WAR2	
F8VP63	
B3KS35	
G9I6H4	
F8WED0	
H0Y6W2	
H0YLX6	
E5RGD2	
H0YMS2	
H3BNJ6	
H3BRJ2	
H7C4U2	
K7EIQ9	
K7EKZ1	
K7EJL0	
K7EN94	
K7ELI5	
H0Y8M7	
K7ES84	NP_001275958.1;
E7ENQ6	
J3QLR2	
M0R0W6	NP_001265528.1;
H7C4I3	
K7EIW9	
K7EN00	
L0B2V9	
M0R1I6	
M0QYS1	
U3KQS0	
V9PAB9	
A0A023IP90	
A0A024QZY3	
A0A024QZ64	
A0A024RBW2	
A0A024R8Q0	
A0A024R409	
A0A024R2U1	
A0A024RAL9	
U3KPT4	
V5YQL4	
V9JD53	
V5L731	
U3KQ42	
A0A059QBJ1	
A0A059QIM5	
A0A059S1Z5	
A0A059RM18	
A0A059QPP8	
C9K082	
E5RJH5	
D2K1G3	
C9K0F2	
E5E1W0	
C9JIJ3	
E9PMV1	
E9PEW0	
F8WCS1	
F8W731	
Q5T854	
F8VYY3	
J3KR89	
X6RK58	
J3KRT8	
F8W9P4	
A0A023I8M0	
A0A024R8C7	
A0A024QZQ6	
A0A024RB82	
A0A024R006	
A0A024R1F5	
A0A023W596	
A0A059RPT3	
A0A059QPL3	
A0A087WY93	
A0A087WYQ4	
A0A087X0W4	
A0A087WZ08	
A0A075M4W8	
A0A087X161	
A0A087X1X7	
Q8NG73	
Q9NPR5	NP_002834.3;
Q8NF24	
Q5CZH6	NP_001123492.1;
Q64GA8	
V9HW91	NP_064587.1;
Q5HYC7	
Q59GL5	NP_000818.2;NP_001107655.1;NP_001244948.1;NP_001244949.1;NP_001244950.1;NP_001244951.1;NP_001244952.1;
Q50KS3	
Q8NGV8	
A8K2P3	NP_004832.1;
X5DP03	
A0A024R0S9	
A0A024R415	
A0A024DBG7	
A0A024RBI7	
A0A024RBE3	
A0A024R1V6	
A0A024R2Q8	
A0A059RR96	
A0A060VD13	
A0A059RHK8	
A0A059RNZ2	
A0A059RUW7	
A0A059RKN3	
A0A059QVE0	
A0A067XLH7	
A0A059QQA7	
A0A075B6I4	
A0A075B7B8	
A0A087WTE4	
A0A087WY86	
A0A087WWI6	
A0A087X131	
A0A087WV98	
A0A087WX37	
A0A087WZU1	
A0A087X138	
A0A096LNP3	
A0A087X1V4	
A0A096LPA9	
A0A096P6K9	
A0A087WWU7	
A0A096LNV3	
A0A087WX12	
B2RCP2	
A0A087WWF3	
B4DDU0	
A0A087WX83	
Q8NEQ1	
Q9NS95	
Q8NGM4	
B4DKS0	NP_001159968.1;
B4E354	
B4DM59	
B5M7J0	
B4DY48	
B7Z754	NP_001278967.1;
B4DMS3	
C9J2T1	
C9JND4	
C9J9A2	
D6REP3	
A0A024R0E3	
A0A024R4M1	
F1D8N1	NP_005684.2;XP_005252762.1;XP_005252763.1;XP_005252764.1;XP_006718175.1;XP_006718176.1;XP_006718177.1;
A0A024R017	
A0A024R578	
A0A024R638	
A0A059QJB6	
A0A059QH09	
A0A059QHQ8	
A0A059RPB1	
A0A059S192	
A0A059RUZ1	
A0A075B7D9	
A0A087WUB0	
A0A087WWI3	
A0A087WUH5	
A0A087WX26	
A0A087X0E3	
A0A087WXM0	
Q3S981	
A0A087WYK8	
A0A087WYX8	
Q13167	
Q59FU0	
A0A087WZB7	
Q6MZF6	
Q53TA0	
A6ZHB8	
Q86WJ2	NP_002835.2;
B4DJ17	
A0A096LPC1	
B2XKE2	
E5RGN0	
B4DSQ7	
B4DMR5	
B4E063	
A8JL43	
B7ZL25	
B4DRS8	
C9J7W4	
C9JGK7	
A0A088AWK6	
D1CS42	
C9JH95	
C9JDK8	
V9GZ76	
D1CS92	
F5H422	
F5H3M2	
F8W6L4	
F8WBV6	
J3KSZ7	XP_006722014.1;
C9JQ03	
Q5VSN0	
G3V401	
F8WDI2	
Q5JR06	
H0YJG6	
H0YDP9	
G3V2P5	
H0YMC0	
H0YNK6	
H0YND8	
H7C347	
H7C2J6	
H7C577	
H7C3S7	
H7C0C0	
A0A059QMX8	
A0A059RT32	
A0A059RHY7	
A0A068BY99	
A0A087WTR5	
A0A087WT79	
A0A087WVB3	
A0A087WX86	
A0A087X159	
A0A087WUD1	
A0A087WYV4	
Q53FP6	
A0A087WZP0	
Q59F54	
Q71U75	
A0A087WZ56	
A0A087WYE6	
Q6PJJ3	
A0A096LNH6	
A8K4A2	
A4UCS9	
A8K7V8	
B2R8Z7	
J3QT59	
B2RUT5	
Q05C38	
B3KSM6	
B2RDV7	NP_064560.2;
B4DPG2	
B4DZW0	
B4DRY2	
B4DLK0	
B7Z3G0	
B7Z3L5	NP_004204.3;
B6RHJ5	
B7Z5A3	
C6H0N9	
C9JBD8	
C9JZG6	
C9JQT7	
C9JCI4	
E5RK63	
E9PMF0	
E9PS96	
E7EST9	
E9PNP3	
F5H3G9	
F5H5I0	
F6WIT2	
F6VUV4	
F8WD67	
Q5T0I1	
G3V2S4	
F8VRN2	
B1AP13	
A0A024RAX0	
A0A059RI68	
A0A059QHH9	
A0A059RIX6	
A0A059QVB1	
A0A059RU00	
A0A059RP32	
A0A068BY57	
A0A068BC92	
A0A068EQF7	
M1VPF7	
S4R3Q7	
U3KQL6	
A0A023I8I7	
A0A059S3T5	
A0A059RTR3	
A0A059RHR2	
A0A087WVY8	
A0A087WWU0	
A0A087WW27	
A0A087WV55	
A0A087X1K4	
A0A087WWC8	
A0A087WZR1	
A0A096LPE5	
A0A087WXX3	
A0A087WXR2	
E5RIA3	
Q562N0	
Q6P714	
Q8NHC3	
A0SB69	
A5D8X4	
Q8WUQ0	
A5PL18	
A0A087X280	
A4ZLC9	
Q8N1X3	
Q8NGK8	
B2RD09	
Q6PJ37	
Q9H396	
B2XGQ9	
B4E3M3	
A0A087WWC3	
Q7YEH0	
A9Z1W8	
B4DXJ3	
B4E3N7	
B3KRI3	
B3KV77	
A0A024R095	
A0A024R7Z5	
A0A024R505	
