INTERACTOR1	INTERACTION_TYPE	INTERACTOR2	PMID
TSC2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	DCAF*	12820959;15340381;15688063;16636147;17680028;18381890;19440234;20146692
KPC2*	CATALYSIS	p27KIP1*	15531880
Ku70*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	XLF*	12471202;15703371;16439205;16697054;17088286;18077224;19346677;19473888;196269035;19772495;19808869;19847258;20691907;21175350;21211721;21270334;21300785;21376743;22055391;22469522;22713970;22743550;23178593;24050180;9242410
APC2*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	APC12*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;16896351;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;22322943;7575488;8824189;9469815;9790499
DVL1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION;UNKNOWN_CATALYSIS	SIRT1_2*	20439735
TSC1	CATALYSIS	RHEB	14551205;16636147;17604271;17680028;17693255;20146692
GRB2	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	FRS2	11274345;11447289;11777939;11997436;12040186;14585353;15173823;15567848;15574420;16488589;17496910;17673906;19568798;6321473
TSC2	CATALYSIS	RHEB	16636147;17680028;20146692
E2*	CATALYSIS	p21CIP1*	10721693;10722742;12820959;15147722;15169778;15340381;18006823;19440234;19459846
XPA	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	TFIIH1*	11900249;12648680;12947387;15459660;15703371;16697054;17102137;17116885;17296725;17386261;17582221;17884153;18677104;19473888;19595721;19596235;19596236;19667075;19686080;19793801;19809470;19847258;20211143;21376743;22101340;22257761;22373527;22743550;22824526;23085398;24050180;7533895
TFIIH*	CATALYSIS	E2F1	15123636;16213134
DDIT4	INHIBITION	TSC2	18198340
DDIT4	INHIBITION	TSC1	18198340
HIF1AN	CATALYSIS	HIF1B*	11641274;12042299;12080085;12215170
NDUFA6	CATALYSIS	CTBP*	15037661
E2F3_alone	POSITIVE_INFLUENCE	MYCN	12438307
HEY1_2*	INHIBITION	EZH2	16567498;17587822;18497317
CyclinB*	CATALYSIS	WEE1	10373560;12814430;15037762;15070733;16123593;7681363;8348613;8515817;9001210;9268380
APC11*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	APC7*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;16896351;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;22322943;7575488;8824189;9469815;9790499
NFAT1*	CATALYSIS	JUN	11030334;11402342;15657420;18078995;18299389
E2F6	NEGATIVE_INFLUENCE	UXT	12909625
EIF3*	COMPLEX_EXPANSION;DISSOCIATION;HETERODIMER_ASSOCIATION	4E-BP*	11108711;12709531;15314020;16286006;17368478;18391071;19339977;19597330;20647036
HDAC1_2*	INHIBITION	LEF1	15576399;17666529;19923891;20682799;21734722;22290435;22761862
ERK*	CATALYSIS	MSK*	11274345;12697810;15187187;15547943;16393692;17052211;17255949;19541618;19565474;20506250
NDUFB11	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFAB1	N/A
NDUFAB1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB10	N/A
E2F5	POSITIVE_INFLUENCE	TERT	12368233
ERM*	UNKNOWN_TRANSITION	MSN	N/A
p70_alpha_*	CATALYSIS	EIF4A*	11108711;12713446;15905173;16286006;17052453;17053147;18423201;19339977;19720745;20647036;20832730;21233202
ROCK*	CATALYSIS	_beta_-Arrestin*	15793569;20008297;20351293;21642958
YY1	CATALYSIS	NDUFS8	11955626;15004004
MT-CYB	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	CYC1	N/A
APC10*	CATALYSIS	PFKFB3	19448625
promoter_region	CATALYSIS	FOXC2	11001584;11493558;14555646;15087129;15140221;15520176;16054035;16396903;16406505;16413481;16571352;16880536;17000779;17845852;18497536;18698484;18813803;19049965;19190345;20107231;20143239;20712011;9216996;9609833
PCNA	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	XRCC1	11900249;12648680;12930902;14726013;15189466;15459660;15703371;16697054;17102137;17116885;17296725;17582221;17652783;17884153;18087292;18196958;18584027;18677104;18809224;19258535;19772495;19793801;19809470;19847258;20211143;20227374;20478261;21282463;21376743;22743550;24050180;8264637;8978692
APC1*	CATALYSIS	AXIN2	16896351;22322943
NRON	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	TNPO1	11030334;11274345;11402342;14627704;17593948;17662023;21709260;21983832
JUN	CATALYSIS	RAF1	11274345;12738796;17439715;18039929;20506250;8545107
Desmosomal cadherins*	UNKNOWN_TRANSITION	Desmocolin*	N/A
HEY1_2*	INHIBITION	EZH1	16567498;17587822;18497317
ORC6*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	MCM3	10882098;11900249;12185086;12648680;12909626;15279786;15459660;15703371;16697054;17102137;17116885;17296725;17303408;17582221;17608804;17660363;17884153;17887956;18590585;18677104;19793801;19809470;19847258;21406556;21527023;7575488
G_beta_*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;KNOWN_TRANSITION_OMITTED	PRR*	11226259;11274345;11448771;12050670;12533515;12839624;14704854;14747478;15265686;15618519;16263762;16443747;16547521;16604063;16965538;17030191;17127310;17143292;17244647;17426148;17430994;17569865;17884187;17986005;18000759;18077588;18497258;18606138;18851840;18953287;19020754;19029934;19056682;19072724;19151919;19366350;19379695;19561074;19565474;19581931;19705439;19718039;19853559;19910923;20006983;20059949;20093472;20215527;20229235;20457807;20460648;20579883;20627573;20843316;20930545;20940130;20947020;210606194;21078818;21087212;21285348;21304492;21316585;21380625;21397842;21498506;21602792;21606194;21640127;21727895;21796133;21829496;21909076;22007144;22017973;22433869;23022962;52226983;7641885;8655584
MYC	INHIBITION	p15INK4B*	10454538;11283613;11283614
NDUFB10	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS5	N/A
NDUFS6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB10	N/A
NDUFB10	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS7	N/A
NDUFS8	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	NDUFB10	15526035;16200211;16218961;17344420;20025615;20816094
SMO	UNKNOWN_CATALYSIS	MIR378	15618519;16885213;17430994;17641202;18815277;18820483;19351822;20564213
BCL9	INHIBITION	RNA	16039586;16510874;17143292;19619488;19623618;19751731;19901072;20920541;21285352;23343194
p53*	CATALYSIS	TIGAR*	16839880
ADAM9	CATALYSIS	HBEGF	N/A
GSK3*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PR55_alpha_*	10995457;16039586;16680151;17143292;18039929;18042541;18588945;19366350;19556239;19619488;20006983;23343194;7641885
APC7*	CATALYSIS	CDC25A	15279786;17303408;17660363;18590585;7575488
DAXX	CATALYSIS	AKT*	10026142;10995457;16406523;16680151;18039929;18042541;18559511;18588945;19216069;20452955
NDUFA12	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFV3	N/A
APC13*	CATALYSIS	PFKFB3	19448625
NDUFV2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA12	N/A
_beta_-Catenin*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	TGFB1	16039586;16099633;17143292;19029934;19171760;19619488;19734908;22007144;22203675;23343194
NDUFV1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA12	N/A
JAG1	KNOWN_TRANSITION_OMITTED	NICD*	22330899;22363130
PP2A_C*	CATALYSIS	_beta_-Arrestin2*	10995457;16680151;18039929;18042541;18588945
RFC*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;TRIGGER	CHEK1	10884395;11877377;11900249;12648680;12766152;14726013;15459660;15703371;15798197;16530042;16697054;16880517;16885023;16934469;17102137;17116885;17296725;17303408;17384638;17493829;17582221;17884153;18677104;19282663;19622404;19793801;19809470;19847258;20478261;8943031;9524127
NDUFB10	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS2	N/A
NDUFB10	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS1	N/A
NDUFS4	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB10	N/A
NDUFS3	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB10	N/A
4E-BP*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	EIF4E	15690031
MBD2_3*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	RBBP4_7*	15576399;17666529;19923891;20682799;21734722;22290435;22761862
HDAC1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NCOR2	22796940
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM2	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM3	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM4	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
Borealin*	CATALYSIS	BUBR1*	12925766;14767480;15249581;16571674;17956729
HDAC1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NCOR1	22796940
ERK*	CATALYSIS	p70_alpha_*	10601235;11431469;11940578;12040186;12697810;12738796;12792650;15173823;15187187;15547943;16039586;16227978;17052211;17255949;18039929;18775330;19091303;19541618;19565474;20080742
cleaved~BCL2*	UNKNOWN_CATALYSIS	BAX	12419244;15486085
CDK2	CATALYSIS	FZR1	10548110;11598127;15558010;15577895;15840442;16123593;9736735
NDUFS6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA12	N/A
Caspase9*	CATALYSIS;STATE_TRANSITION	Caspase9__sub_TRUNC_endsub_*	12792650;16977332;19788417
NDUFA12	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS7	N/A
NDUFS8	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	NDUFA12	15526035;16200211;16218961;17344420;20025615;20816094
NDUFS3	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA12	N/A
NDUFA12	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS2	N/A
Rac1_GDIs*	UNKNOWN_TRANSITION	ARHGDIA	N/A
NDUFA12	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS5	N/A
SMAD2_3*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PHYSICAL_STIMULATION	ATF3	11074002;11170475;11792802;12718878;20731704;21317430;22406545;8893010;9389648;9865696
APC12*	CATALYSIS	AXIN2	16896351;22322943
NDUFS4	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA12	N/A
MIR34*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	MYC	N/A
NDUFA12	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFS1	N/A
RPA3	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	XPB*	11900249;12648680;12947387;15459660;15703371;16697054;17102137;17116885;17296725;17386261;17582221;17884153;18677104;19473888;19595721;19596235;19596236;19667075;19686080;19793801;19809470;19847258;20211143;21376743;22101340;22257761;22373527;22743550;22824526;23085398;24050180;7533895
FANCA	PHYSICAL_STIMULATION	MRE11*	12535671;12972610;14988723;15136767;16697054;18550849;18931676;19282663;19622404;19686080;19772495;19847258;20832754;21948210;22266823;22615860;22657828;23253856;23444773;24089143;24095737;8020957
CDK2	CATALYSIS	CDT1	15279786;17102137;17116885;17296725;17303408;17582221;17660363;18590585;19793801;7575488
BCL2L11	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	BCL2A1	N/A
UBC4*	CATALYSIS	GAB1	10514377;17635922
AMER1*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	SKP*	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
Occludin_Claudin1_2_4_5_7_8_16*	UNKNOWN_TRANSITION	Claudin4*	N/A
RBX1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	USP15	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
GLI3-83_sub_TRUNC_endsub_*	INHIBITION	GLI2	11001584;12435627;15087129;16054035;16169709;16396903;16406505;16413481;16880536;17000779;19032343;19114989;19809516;20107231;20562908;21234400;9216996
NRF1	STATE_TRANSITION	active~NRF*	N/A
RYBP	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PHC1	11171983
L1CAM	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	VEGFR2*	10413675;10455125;10469653;11166270;11553709;11706054;11741095;13678960;14739162;15501236;15716380;16199880;16377081;16506207;17145883;1720120;17699774;17952127;19260824;19273627;19356150;19435915;20044598;20501702;21081489;21109948;21123622;21195665;21373966;6368220;7613634;8636223;8893017;8898967;9003039;9127006;9864376
AKT1	CATALYSIS	TSC2	10722653;10949026;11715018;11756412;11923280;15169778;15808505;16697215;17052453;17680028;18372248;18570873;18636226;20138985;20214616;20398329;20832730;9812896
CyclinD*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	MIR17-5P*	18695042
promoter_region	CATALYSIS	MIR19B1	15061133;19351822;20851997
RBX1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CK2_alpha_*	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
CDK4	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	HSP90*	10385618;10498883
AXIN1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	MIR34*	22024162
CAIN*	STATE_TRANSITION	CAIN_sub_TRUNC_endsub_*	12114545;20514436
AKT1	CATALYSIS	TSC1	10722653;10949026;11715018;11756412;11923280;15169778;15808505;16697215;17052453;17680028;18372248;18570873;18636226;20138985;20214616;20398329;20832730;9812896
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM7	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM6	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	MCM5	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
CK2_alpha_*	CATALYSIS	TLE*	15367661;20558317;20976471
MTOR	CATALYSIS	Cytochrome_C*	12533512;18046414
EAF6*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	H2AFX	17320397
RHOB	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	RhoB_cytoskeletal_effectors*	9822605
AXIN*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CK2_alpha_*	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
E2F1_alone	POSITIVE_INFLUENCE	Caspase8*	12389032
_alpha_-Catenin*	HETERODIMER_ASSOCIATION	TGFB1	19171760
RPA3	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	TIM1*	11877377;11900249;12648680;12766152;12875843;15459660;15703371;15798197;16697054;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17582221;17884153;18677104;19282663;19622404;19793801;19809470;19847258
CTBP2	INHIBITION	BIK	19798104
APC10*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	FZR1	N/A
INCENP	CATALYSIS	MAD1*	12925766;14767480;15249581;16571674;17956729
GSK3*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PIN1	11274345;19131971;19366350
H2AFZ	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	EAF6*	17320397
APC6*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	MAD1*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;7575488;8824189;9790499
