Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
61,37153605,Candidatus Bacilloplasma,467747,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Limosilactobacillus,2742598,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Parasutterella,577310,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Candidatus Bacilloplasma,467747,genus,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Parasutterella,577310,genus,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Limosilactobacillus,2742598,genus,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Il1b,16176,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Candidatus Bacilloplasma,467747,genus,,Il1b,16176,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Il1b,16176,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Parasutterella,577310,genus,,Il1b,16176,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Limosilactobacillus,2742598,genus,,Il1b,16176,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Tlr4,21898,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Candidatus Bacilloplasma,467747,genus,,Tlr4,21898,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Tlr4,21898,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Parasutterella,577310,genus,,Tlr4,21898,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Limosilactobacillus,2742598,genus,,Tlr4,21898,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Ifih1,71586,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Candidatus Bacilloplasma,467747,genus,,Ifih1,71586,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Ifih1,71586,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Parasutterella,577310,genus,,Ifih1,71586,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Limosilactobacillus,2742598,genus,,Ifih1,71586,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Dubosiella,1937008,genus,,Cat,12359,activation,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Candidatus Bacilloplasma,467747,genus,,Cat,12359,activation,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
61,37153605,Lactobacillus,1578,genus,,Cat,12359,activation,low-throughput,correlatively,mouse,fecal,control experiment,qRT-PCR,"We found that Dubosiella, Candidatus_Bacilloplasma,Lachnospiraceae_NK4A136_group, Lactobacillus, Parasutterella, and Limosilactobacillus were negatively correlated with the levels of pro-inflammatory factors (IL-6, IL-1b, TNF-a), LPS (serum),and MDA in serum, jejunum, and liver, and positively correlated with the levels of antioxidant enzymes (CAT, SOD, GPX) and sIgA(jejunum).",,
